task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
aime/aime_67,aime,aime_67,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546986559168984,easy,0,0
aime/aime_68,aime,aime_68,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
aime/aime_69,aime,aime_69,16,0,0.0,0.9458333125,0.16535953410928517,0.333333,1.0,0.9458333125,-0.32756918306386584,0.9999999999999999,-0.08457796611956643,easy,0,0
aime/aime_70,aime,aime_70,16,0,0.0,0.9375,0.16909686573085855,0.4,1.0,0.9375,-0.3696106354772864,0.9999999999999999,-0.0954330211814704,easy,0,0
aime/aime_71,aime,aime_71,16,0,0.0,0.8333333125,0.2645751704777677,0.2,1.0,0.8333333125,-0.8333334375000001,1.3228758523888386,-0.16264999468467303,easy,0,0
aime/aime_72,aime,aime_72,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
aime/aime_73,aime,aime_73,16,0,0.0,0.7250000000000001,0.3665719574653795,0.0,1.0,0.7250000000000001,-0.6111111111111113,0.8146043499230656,0.22891736358189305,easy,0,0
aime/aime_74,aime,aime_74,16,0,0.0,0.9083333125,0.18540502678821802,0.333333,1.0,0.9083333125,-1.8333337499999982,3.7081005357643573,-0.12765690618019443,easy,0,0
aime/aime_75,aime,aime_75,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666667342432088,saturated,0,0
aime/aime_76,aime,aime_76,16,0,0.0,0.88125,0.22141236979897938,0.2,1.0,0.88125,-0.59375,1.1070618489948971,-0.13847964486925837,easy,0,0
aime/aime_77,aime,aime_77,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,0.6831302053170689,saturated,0,0
aime/aime_78,aime,aime_78,16,0,0.0,0.9541666875,0.12183488014866616,0.6,1.0,0.9541666875,-0.37619204323156863,0.9999999999999999,-0.0971321707927764,saturated,0,0
aime/aime_79,aime,aime_79,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,-0.2581988897471611,0.9999999999999999,-0.06666662195012117,saturated,0,0
aime/aime_80,aime,aime_80,16,0,0.0,0.9,0.2,0.4,1.0,0.9,-1.999999999999998,3.9999999999999964,-0.12909930002667902,easy,0,0
aime/aime_81,aime,aime_81,16,0,0.0,0.6375,0.36890886408434265,0.0,1.0,0.6375,-0.10416666666666659,0.6148481068072378,0.44618567617057103,medium,0,0
aime/aime_82,aime,aime_82,16,0,0.0,0.896875,0.2019194997393763,0.4,1.0,0.896875,-2.0624999999999982,4.038389994787523,-0.13186805152031375,easy,0,0
aime/aime_83,aime,aime_83,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546997901506047,easy,0,0
aime/aime_84,aime,aime_84,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666667342432088,saturated,0,0
aime/aime_85,aime,aime_85,16,0,0.0,0.8875,0.17275343701356566,0.4,1.0,0.8875,-0.5625,0.8637671850678285,-0.16814330564982127,easy,0,0
aime/aime_86,aime,aime_86,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,-0.2581988897471611,0.9999999999999999,-0.06666662195012117,saturated,0,0
aime/aime_87,aime,aime_87,16,0,0.0,0.9291666875,0.13010408293301115,0.6,1.0,0.9291666875,-1.4166662499999987,2.6020816586602207,-0.14057264657858415,easy,0,0
aime/aime_88,aime,aime_88,16,0,0.0,0.815625,0.28046766190596734,0.2,1.0,0.815625,-0.7375,1.1218706476238693,0.014384541841053396,easy,0,0
aime/aime_89,aime,aime_89,16,0,0.0,0.8125,0.25950674365033366,0.0,1.0,0.8125,-0.3500000000000001,1.0380269746013346,0.21142920672301563,easy,0,0
aime/aime_i-1,aime,aime_i-1,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
aime/aime_i-10,aime,aime_i-10,16,0,0.0,0.8375,0.22603926650031403,0.2,1.0,0.8375,-0.6499999999999999,0.9041570660012563,0.2712903115189965,easy,0,0
aime/aime_i-11,aime,aime_i-11,16,0,0.0,0.775,0.29895651857753497,0.0,1.0,0.775,-0.5625,0.7473912964438374,-0.021591548750410375,easy,0,0
aime/aime_i-12,aime,aime_i-12,16,0,0.0,0.7875,0.3497767144908306,0.0,1.0,0.7875,-0.53125,0.8744417862270764,-0.15686357516695634,easy,0,0
aime/aime_i-13,aime,aime_i-13,16,0,0.0,0.7125,0.36721077053920953,0.0,1.0,0.7125,-0.21875000000000006,0.9180269263480239,0.07910296093672393,easy,0,0
aime/aime_i-14,aime,aime_i-14,16,0,0.0,0.36250000000000004,0.3887077951366554,0.0,1.0,0.36250000000000004,0.203125,0.48588474392081915,0.24079041105935356,medium,0,0
aime/aime_i-15,aime,aime_i-15,16,0,0.0,0.9625,0.10532687216470447,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.09192752917567802,saturated,0,0
aime/aime_i-2,aime,aime_i-2,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154700780922215,easy,0,0
aime/aime_i-3,aime,aime_i-3,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546999402819137,easy,0,0
aime/aime_i-4,aime,aime_i-4,16,0,0.0,0.971875,0.07493486755176124,0.75,1.0,0.971875,-0.37532594530273455,1.0,-0.09690857010189291,saturated,0,0
aime/aime_i-5,aime,aime_i-5,16,0,0.0,0.9375,0.13635890143294643,0.6,1.0,0.9375,-0.4583492485141056,0.9999999999999999,-0.11834504985470327,easy,0,0
aime/aime_i-6,aime,aime_i-6,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546984045056989,easy,0,0
aime/aime_i-7,aime,aime_i-7,16,0,0.0,0.8374999999999999,0.2368411915187052,0.4,1.0,0.8374999999999999,-0.65,0.9473647660748208,0.47695274524571635,easy,0,0
aime/aime_i-8,aime,aime_i-8,16,0,0.0,0.8999999999999999,0.25495097567963926,0.0,1.0,0.8999999999999999,-0.392232270276368,0.9999999999999999,-0.10127385679994477,easy,0,0
aime/aime_i-9,aime,aime_i-9,16,0,0.0,0.8,0.2738612787525831,0.0,1.0,0.8,-0.4,1.0954451150103324,5.576186946413496e-08,easy,0,0
aime/aime_ii-1,aime,aime_ii-1,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.09759001740605529,saturated,0,0
aime/aime_ii-10,aime,aime_ii-10,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666667754857866,saturated,0,0
aime/aime_ii-11,aime,aime_ii-11,16,0,0.0,0.865625,0.24413031228219081,0.25,1.0,0.865625,-1.3437500000000004,2.4413031228219086,0.28093245665221384,easy,0,0
aime/aime_ii-12,aime,aime_ii-12,16,0,0.0,0.875,0.2817356917396161,0.0,1.0,0.875,-0.4436782547080569,1.0,-0.11455720025992151,easy,0,0
aime/aime_ii-13,aime,aime_ii-13,16,0,0.0,0.675,0.40543186850567137,0.0,1.0,0.675,-0.5000000000000001,0.6237413361625714,0.17513357248508427,medium,0,0
aime/aime_ii-14,aime,aime_ii-14,16,0,0.0,0.8625,0.26190408549696204,0.0,1.0,0.8625,-0.6875000000000001,1.3095204274848105,-0.13555466206805933,easy,0,0
aime/aime_ii-15,aime,aime_ii-15,16,0,0.0,0.7250000000000001,0.2817356917396161,0.2,1.0,0.7250000000000001,-0.12500000000000008,0.46955948623269356,0.2978489625802994,easy,0,0
aime/aime_ii-2,aime,aime_ii-2,16,0,0.0,0.975,0.09682458365518543,0.6,1.0,0.975,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
aime/aime_ii-3,aime,aime_ii-3,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.0975899023226773,saturated,0,0
aime/aime_ii-4,aime,aime_ii-4,16,0,0.0,0.9624999999999999,0.10532687216470447,0.6,1.0,0.9624999999999999,-0.356034497458156,1.0,-0.09192767395456565,saturated,0,0
aime/aime_ii-5,aime,aime_ii-5,16,0,0.0,0.8916666875,0.18085442753314016,0.4,1.0,0.8916666875,-0.5416665625000001,0.9042721376657009,-0.1546630858529175,easy,0,0
aime/aime_ii-6,aime,aime_ii-6,16,0,0.0,0.9125000000000001,0.15761900266148116,0.6,1.0,0.9125000000000001,-1.7499999999999987,3.1523800532296202,-0.1433353443481713,easy,0,0
aime/aime_ii-7,aime,aime_ii-7,16,0,0.0,0.8999999999999999,0.2449489742783178,0.0,1.0,0.8999999999999999,-1.9999999999999982,4.898979485566352,-0.10540918778295669,easy,0,0
aime/aime_ii-8,aime,aime_ii-8,16,0,0.0,0.909375,0.16029148254040199,0.4,1.0,0.909375,-0.453125,0.8014574127020101,0.17618238319281967,easy,0,0
aime/aime_ii-9,aime,aime_ii-9,16,0,0.0,0.8375,0.21469455046647085,0.4,1.0,0.8375,-0.6499999999999999,0.8587782018658834,-0.19542789968455962,easy,0,0
algotune/algotune-aes-gcm-encryption,algotune,algotune-aes-gcm-encryption,16,0,0.0,0.054069375,0.09663197523004162,0.0,0.284333,0.054069375,1.3714402571955788,2.4510174375569367,0.1444725008866948,hard,0,0
algotune/algotune-affine-transform-2d,algotune,algotune-affine-transform-2d,16,0,0.0,0.0046641875,0.013048086508271769,0.0,0.05029,0.0046641875,0.3574614175835792,1.0,0.09229617127112771,frontier,0,0
algotune/algotune-aircraft-wing-design,algotune,algotune-aircraft-wing-design,16,0,0.0,0.31479775,0.34807788518780175,0.0,0.788495,0.31479775,0.36614836514665183,0.4854497182968736,0.2316794061999297,medium,0,0
algotune/algotune-articulation-points,algotune,algotune-articulation-points,16,0,0.0,0.45683074999999995,0.24646188082503245,0.0,0.684176,0.45683074999999995,-0.4641435479829303,1.229038625084157,-0.08878295903195568,medium,0,0
algotune/algotune-base64-encoding,algotune,algotune-base64-encoding,16,0,0.0,0.0810528125,0.1959536287113672,0.0,0.605743,0.0810528125,0.41363261825269865,0.9999999999999999,0.10679951407305083,hard,0,0
algotune/algotune-battery-scheduling,algotune,algotune-battery-scheduling,16,0,0.0,0.6616650625,0.25383566190093065,0.0,0.833281,0.6616650625,-2.2790364661428684,6.08974178374452,-0.05547313120485423,medium,0,0
algotune/algotune-btsp,algotune,algotune-btsp,16,0,0.0,0.21921593749999999,0.2556375745856986,0.0,0.717763,0.21921593749999999,0.26961382092352154,0.5400466758753313,0.22141248134233266,hard,0,0
algotune/algotune-capacitated-facility-location,algotune,algotune-capacitated-facility-location,16,0,0.0,0.5269899375,0.17115561086459768,0.0,0.807846,0.5269899375,-0.17012656890558608,1.764086185020423,-0.021410893552884672,medium,0,0
algotune/algotune-chacha-encryption,algotune,algotune-chacha-encryption,16,0,0.0,0.0160841875,0.03350497666246529,0.0,0.089055,0.0160841875,0.48005368462228104,1.0,0.1239494248048232,frontier,0,0
algotune/algotune-channel-capacity,algotune,algotune-channel-capacity,16,0,0.0,0.053762375,0.08713748133042046,0.0,0.273275,0.053762375,0.783362657137341,1.2696658008738195,-0.33887912133741716,hard,0,0
algotune/algotune-chebyshev-center,algotune,algotune-chebyshev-center,16,0,0.0,0.5531904375000001,0.21243574405628188,0.0,0.756465,0.5531904375000001,-1.8025082005776347,5.5524966101564805,-0.08263576085199419,medium,0,0
algotune/algotune-cholesky-factorization,algotune,algotune-cholesky-factorization,16,0,0.0,0.3293628125,0.21469904295409034,0.0,0.596371,0.3293628125,-0.25058223382900346,0.5579025756766655,-0.17640466610344446,medium,0,0
algotune/algotune-clustering-outliers,algotune,algotune-clustering-outliers,16,0,0.0,0.0689475625,0.2111200031741334,0.0,0.872307,0.0689475625,265.6938824662813,813.5645594378936,0.08432265696712289,hard,0,0
algotune/algotune-communicability,algotune,algotune-communicability,16,0,0.0,0.7761954375,0.20081594238007125,0.0,0.845562,0.7761954375,-3.3400642257671866,12.865394476268271,-0.07320976680490529,easy,0,0
algotune/algotune-convex-hull,algotune,algotune-convex-hull,16,0,0.0,0.10325943750000001,0.19860673220996589,0.0,0.596114,0.10325943750000001,2.572882860435419,4.948621352601386,0.1340346028980166,hard,0,0
algotune/algotune-convolve-1d,algotune,algotune-convolve-1d,16,0,0.0,0.0004883125,0.001303259841644693,0.0,0.004391,0.0004883125,0.3746854498207798,1.0,0.09674338609498426,frontier,0,0
algotune/algotune-convolve2d-full-fill,algotune,algotune-convolve2d-full-fill,16,0,0.0,0.75722325,0.1975324279243474,0.0,0.837872,0.75722325,-5.150679050007878,17.85482818560061,-0.07912474247455159,easy,0,0
algotune/algotune-correlate-1d,algotune,algotune-correlate-1d,16,0,0.0,0.165854375,0.22211949311768964,0.0,0.579345,0.165854375,0.4266512362848494,0.5713901507972061,0.19279460300787368,hard,0,0
algotune/algotune-correlate2d-full-fill,algotune,algotune-correlate2d-full-fill,16,0,0.0,0.7499251874999999,0.19910657857766115,0.0,0.83427,0.7499251874999999,-3.2952951689700702,10.865742312927441,-0.06942692389579207,easy,0,0
algotune/algotune-count-connected-components,algotune,algotune-count-connected-components,16,0,0.0,0.5170585625,0.18877910444550292,0.0,0.781771,0.5170585625,-0.16957547012332583,1.6806620515650268,0.025399716282283834,medium,0,0
algotune/algotune-count-riemann-zeta-zeros,algotune,algotune-count-riemann-zeta-zeros,16,0,0.0,0.48384974999999997,0.4290394399387281,0.0,0.91125,0.48384974999999997,-0.33114676593181414,0.48877578325951937,-0.25194884805622186,medium,0,0
algotune/algotune-cumulative-simpson-1d,algotune,algotune-cumulative-simpson-1d,16,0,0.0,0.21310874999999999,0.2472626928656798,0.0,0.626252,0.21310874999999999,0.3513164405551891,0.5431787182973288,-0.14561270898642517,hard,0,0
algotune/algotune-cumulative-simpson-multid,algotune,algotune-cumulative-simpson-multid,16,0,0.0,0.23518687500000002,0.30050754319835193,0.0,0.783318,0.23518687500000002,0.34435772533608433,0.5372835824175044,0.1938934903647776,hard,0,0
algotune/algotune-cvar-projection,algotune,algotune-cvar-projection,16,0,0.0,0.27494925000000003,0.2605917305123812,0.0,0.698784,0.27494925000000003,0.14691988704894354,0.5275875828997914,0.0366834398232632,hard,0,0
algotune/algotune-cyclic-independent-set,algotune,algotune-cyclic-independent-set,16,0,0.0,0.16756256249999998,0.3488367577381232,0.0,0.907908,0.16756256249999998,0.48034663430105506,1.0,0.12402506618669264,hard,0,0
algotune/algotune-dct-type-i-scipy-fftpack,algotune,algotune-dct-type-i-scipy-fftpack,16,0,0.0,0.38145525,0.3374729536993483,0.0,0.718801,0.38145525,-0.35921188856972724,0.49401220739686785,0.29184970419055967,medium,0,0
algotune/algotune-delaunay,algotune,algotune-delaunay,16,0,0.0,0.33547756250000005,0.14502663831688334,0.0,0.522801,0.33547756250000005,-0.29779589251105076,1.3661169917683806,0.017019582386493592,medium,0,0
algotune/algotune-dijkstra-from-indices,algotune,algotune-dijkstra-from-indices,16,0,0.0,0.0064661875,0.025043436500954572,0.0,0.103459,0.0064661875,0.2581988897471611,0.9999999999999999,0.06666672474680715,frontier,0,0
algotune/algotune-discrete-log,algotune,algotune-discrete-log,16,0,0.0,0.2352913125,0.3276792374742636,0.0,0.904499,0.2352913125,0.35410138829157045,0.5711237226558737,0.16832311885278034,hard,0,0
algotune/algotune-dst-type-ii-scipy-fftpack,algotune,algotune-dst-type-ii-scipy-fftpack,16,0,0.0,0.3403195625,0.34070597682348647,0.0,0.717354,0.3403195625,0.034239567928498936,0.49911623670247207,0.2579061938206924,medium,0,0
algotune/algotune-dynamic-assortment-planning,algotune,algotune-dynamic-assortment-planning,16,0,0.0,0.658766,0.26020977428869774,0.0,0.834508,0.658766,-0.8848167793187847,1.6826509764518391,0.06799666340244571,medium,0,0
algotune/algotune-earth-movers-distance,algotune,algotune-earth-movers-distance,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
algotune/algotune-edge-expansion,algotune,algotune-edge-expansion,16,0,0.0,0.26301918750000003,0.34169323073925145,0.0,0.77524,0.26301918750000003,0.40450908214280357,0.5255054448860078,0.19874935890356746,hard,0,0
algotune/algotune-eigenvalues-complex,algotune,algotune-eigenvalues-complex,16,0,0.0,0.12447706250000001,0.20765226694237796,0.0,0.620275,0.12447706250000001,0.9675048099575938,1.630691588993073,0.15005480071441632,hard,0,0
algotune/algotune-eigenvalues-real,algotune,algotune-eigenvalues-real,16,0,0.0,0.2292654375,0.2726858183246263,0.0,0.677021,0.2292654375,0.26842303463060063,0.4729440404124146,0.2170853970531348,hard,0,0
algotune/algotune-eigenvectors-complex,algotune,algotune-eigenvectors-complex,16,0,0.0,0.0356278125,0.09440133609900521,0.0,0.299507,0.0356278125,0.37740792633098597,1.0,0.09744636154427443,frontier,0,0
algotune/algotune-eigenvectors-real,algotune,algotune-eigenvectors-real,16,0,0.0,0.1262708125,0.22007202722666128,0.0,0.601328,0.1262708125,1.1059240388257678,1.9274679584649352,0.14814697345532746,hard,0,0
algotune/algotune-elementwise-integration,algotune,algotune-elementwise-integration,16,0,0.0,0.16160787499999998,0.24848953159511444,0.0,0.64487,0.16160787499999998,0.4537615121086164,0.6983554416268698,0.16727420182863664,hard,0,0
algotune/algotune-feedback-controller-design,algotune,algotune-feedback-controller-design,16,0,0.0,0.6049306875,0.34520333578047135,0.0,0.861503,0.6049306875,-0.6722728818420541,1.1857299391528269,0.4378709842953894,medium,0,0
algotune/algotune-fft-cmplx-scipy-fftpack,algotune,algotune-fft-cmplx-scipy-fftpack,16,0,0.0,0.43233425000000003,0.30904314370943825,0.0,0.733423,0.43233425000000003,-0.2985798168352062,0.4647249595162094,0.1970739016559283,medium,0,0
algotune/algotune-fft-convolution,algotune,algotune-fft-convolution,16,0,0.0,0.00537575,0.013778511265281892,0.0,0.056433,0.00537575,2.747285038967676,7.041528690574622,0.10073755243357373,frontier,0,0
algotune/algotune-fft-real-scipy-fftpack,algotune,algotune-fft-real-scipy-fftpack,16,0,0.0,0.1983825625,0.18477347464326715,0.0,0.46619,0.1983825625,-0.16394978076180564,0.5072393546958073,0.27721613245453586,hard,0,0
algotune/algotune-firls,algotune,algotune-firls,16,0,0.0,0.28080862500000003,0.40945998847458753,0.0,0.901086,0.28080862500000003,0.3139874462506107,0.46655394420413876,0.1765854475854015,hard,0,0
algotune/algotune-generalized-eigenvalues-complex,algotune,algotune-generalized-eigenvalues-complex,16,0,0.0,0.0282285625,0.07903400294965512,0.0,0.318988,0.0282285625,0.3571698439465564,0.9999999999999998,0.09222091518298299,frontier,0,0
algotune/algotune-generalized-eigenvalues-real,algotune,algotune-generalized-eigenvalues-real,16,0,0.0,0.16530656249999998,0.2476531899968605,0.0,0.627357,0.16530656249999998,0.3622208813253296,0.5426593801664232,-0.30101585769958455,hard,0,0
algotune/algotune-generalized-eigenvectors-complex,algotune,algotune-generalized-eigenvectors-complex,16,0,0.0,0.2695886875,0.2262383072370036,0.0,0.547943,0.2695886875,-0.13361621430221565,0.4719219212793627,-0.007117189969997234,hard,0,0
algotune/algotune-generalized-eigenvectors-real,algotune,algotune-generalized-eigenvectors-real,16,0,0.0,0.224511625,0.2964107908591291,0.0,0.69757,0.224511625,0.37229509284094536,0.49152146532259744,-0.339911426135065,hard,0,0
algotune/algotune-graph-coloring-assign,algotune,algotune-graph-coloring-assign,16,0,0.0,0.36324749999999995,0.2694277041102585,0.0,0.842108,0.36324749999999995,-0.016180512755916865,0.6060302221663206,0.19853553723459125,medium,0,0
algotune/algotune-graph-global-efficiency,algotune,algotune-graph-global-efficiency,16,0,0.0,0.2500416875,0.27024465137832027,0.0,0.826694,0.2500416875,0.13595759585534004,0.7782602662647956,-0.026686230126761672,hard,0,0
algotune/algotune-graph-isomorphism,algotune,algotune-graph-isomorphism,16,0,0.0,0.6827901875,0.2024382267388063,0.0,0.803187,0.6827901875,-1.094613985014664,3.1616523188824877,-0.15355933669617833,medium,0,0
algotune/algotune-graph-laplacian,algotune,algotune-graph-laplacian,16,0,0.0,0.1014106875,0.12055959614995335,0.0,0.323692,0.1014106875,0.32737044209068134,0.5880539969121859,0.035420498567312324,hard,0,0
algotune/algotune-group-lasso,algotune,algotune-group-lasso,16,0,0.0,0.0040505625,0.010621682599574031,0.0,0.039162,0.0040505625,17.534902597402596,45.981309954865935,0.09846377791695726,frontier,0,0
algotune/algotune-gzip-compression,algotune,algotune-gzip-compression,16,0,0.0,0.1537503125,0.25985170251552103,0.0,0.903136,0.1537503125,0.5635740966219364,0.952986208711308,0.15273270130762823,hard,0,0
algotune/algotune-integer-factorization,algotune,algotune-integer-factorization,16,0,0.0,0.0824109375,0.21766684714158605,0.0,0.664988,0.0824109375,181.22251236943376,478.65167045978245,0.09659553773787406,hard,0,0
algotune/algotune-job-shop-scheduling,algotune,algotune-job-shop-scheduling,16,0,0.0,0.33257875000000003,0.2959247374909075,0.0,0.876532,0.33257875000000003,0.01698079185662596,0.8177771874461589,0.013261257908154677,medium,0,0
algotune/algotune-kalman-filter,algotune,algotune-kalman-filter,16,0,0.0,0.48040293749999996,0.33122450185419344,0.0,0.799045,0.48040293749999996,-0.30228867489562683,0.4883772049317634,0.3145421563601823,medium,0,0
algotune/algotune-kcenters,algotune,algotune-kcenters,16,0,0.0,0.2770525,0.2614261465682038,0.0,0.737323,0.2770525,-0.12114595803137534,0.5958182857766118,0.27363243997399367,hard,0,0
algotune/algotune-kd-tree,algotune,algotune-kd-tree,16,0,0.0,0.07964668750000001,0.1353100300073496,0.0,0.398452,0.07964668750000001,1.320335225644786,2.6283871971746366,0.15198207026518376,hard,0,0
algotune/algotune-kernel-density-estimation,algotune,algotune-kernel-density-estimation,16,0,0.0,0.0008639374999999999,0.0016558560274352806,0.0,0.005553,0.0008639374999999999,1.3504298554122705,2.588286092122362,-0.0023486921315696106,frontier,0,0
algotune/algotune-kmeans,algotune,algotune-kmeans,16,0,0.0,0.2001976875,0.24139899001516107,0.0,0.616595,0.2001976875,0.4631613587723139,0.5870883555016322,0.21413026319040254,hard,0,0
algotune/algotune-ks-test-2samp,algotune,algotune-ks-test-2samp,16,0,0.0,0.050523687500000004,0.12345729920741765,0.0,0.397172,0.050523687500000004,4.165061422525033,10.195709648594416,0.09595710108688371,hard,0,0
algotune/algotune-l0-pruning,algotune,algotune-l0-pruning,16,0,0.0,0.3275683125,0.17227617998751263,0.0,0.494472,0.3275683125,-0.2210667080437902,0.6661955861340721,-0.23137335137769302,medium,0,0
algotune/algotune-l1-pruning,algotune,algotune-l1-pruning,16,0,0.0,0.18938543749999998,0.14802972632632302,0.0,0.445475,0.18938543749999998,-0.13033195068508055,0.6195954867612045,-0.1398555571077982,hard,0,0
algotune/algotune-lasso,algotune,algotune-lasso,16,0,0.0,0.058194375,0.2078405292444411,0.0,0.860456,0.058194375,0.2799953176194891,1.0,0.07229455195304141,hard,0,0
algotune/algotune-least-squares,algotune,algotune-least-squares,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
algotune/algotune-linear-system-solver,algotune,algotune-linear-system-solver,16,0,0.0,0.16180693749999997,0.14753425662429587,0.0,0.425571,0.16180693749999997,0.22735748832008612,0.8227692814391264,-0.16700974016102865,hard,0,0
algotune/algotune-lp-box,algotune,algotune-lp-box,16,0,0.0,0.6879524375,0.17969210043918485,0.0,0.790181,0.6879524375,-1.1370171125726314,4.589543463104136,-0.026646388283276708,medium,0,0
algotune/algotune-lp-centering,algotune,algotune-lp-centering,16,0,0.0,0.041139875,0.06056114696308497,0.0,0.199418,0.041139875,0.8260982724499052,1.248477508103508,0.1676594058216721,frontier,0,0
algotune/algotune-lp-mdp,algotune,algotune-lp-mdp,16,0,0.0,0.7414841875,0.2054978652995022,0.0,0.855106,0.7414841875,-0.8149657719882175,2.0161328140012538,-0.030665834437777734,easy,0,0
algotune/algotune-lqr,algotune,algotune-lqr,16,0,0.0,0.1268111875,0.26468632453510393,0.0,0.72506,0.1268111875,103.03569977655901,215.0609990128815,0.12370313824107285,hard,0,0
algotune/algotune-lti-simulation,algotune,algotune-lti-simulation,16,0,0.0,0.2536783125,0.35454842156092,0.0,0.820942,0.2536783125,0.33354246222380535,0.46860082487715116,0.1847406253118536,hard,0,0
algotune/algotune-lu-factorization,algotune,algotune-lu-factorization,16,0,0.0,0.0982546875,0.11872951359009201,0.0,0.298911,0.0982546875,0.41679127388879517,0.5036444212130996,0.21367280477763786,hard,0,0
algotune/algotune-lyapunov-stability,algotune,algotune-lyapunov-stability,16,0,0.0,0.73989775,0.23042362175878908,0.0,0.841961,0.73989775,-11.492290784497438,29.792626532474056,-0.10036123044515032,easy,0,0
algotune/algotune-markowitz,algotune,algotune-markowitz,16,0,0.0,0.3181130625,0.308673026589721,0.0,0.732842,0.3181130625,0.1409715880651533,0.4717588983531638,0.2660954443441407,medium,0,0
algotune/algotune-matrix-completion,algotune,algotune-matrix-completion,16,0,0.0,0.35236368749999997,0.35522213845031514,0.0,0.84373,0.35236368749999997,0.07801420629473649,0.5013800691264543,0.2557004872171777,medium,0,0
algotune/algotune-matrix-exponential,algotune,algotune-matrix-exponential,16,0,0.0,0.0348220625,0.1338269840505217,0.0,0.553118,0.0348220625,0.26020210159450463,0.9999999999999999,0.06718394092215699,frontier,0,0
algotune/algotune-matrix-exponential-sparse,algotune,algotune-matrix-exponential-sparse,16,0,0.0,0.011372375,0.03186851784848763,0.0,0.123459,0.011372375,20.44361073215098,57.969109319668284,0.08873625265853051,frontier,0,0
algotune/algotune-matrix-multiplication,algotune,algotune-matrix-multiplication,16,0,0.0,0.0200503125,0.07620741352201138,0.0,0.315153,0.0200503125,0.2631018633667283,1.0,0.06793263898253482,frontier,0,0
algotune/algotune-matrix-sqrt,algotune,algotune-matrix-sqrt,16,0,0.0,0.0008620625,0.0023638366713023447,0.0,0.008653,0.0008620625,0.3646878443276923,0.9999999999999999,0.0941620509217212,frontier,0,0
algotune/algotune-max-clique-cpsat,algotune,algotune-max-clique-cpsat,16,0,0.0,0.6420270000000001,0.2646107887591698,0.0,0.850205,0.6420270000000001,-0.48403785277240263,1.4799426657969887,0.10122344135061646,medium,0,0
algotune/algotune-max-common-subgraph,algotune,algotune-max-common-subgraph,16,0,0.0,0.6421211250000001,0.3234952121059667,0.0,0.87209,0.6421211250000001,-0.6369682438525379,1.1882437868107276,0.12841525936020393,medium,0,0
algotune/algotune-max-flow-min-cost,algotune,algotune-max-flow-min-cost,16,0,0.0,0.5518811875,0.22789603171134276,0.0,0.783575,0.5518811875,-0.4823490848538219,1.1822188476736766,-0.26250144356974087,medium,0,0
algotune/algotune-max-independent-set-cpsat,algotune,algotune-max-independent-set-cpsat,16,0,0.0,0.3826746875,0.3199083975096853,0.0,0.847536,0.3826746875,-0.1092674887758519,0.48351446010307153,0.033524490940068076,medium,0,0
algotune/algotune-max-weighted-independent-set,algotune,algotune-max-weighted-independent-set,16,0,0.0,0.211646,0.2020626206498248,0.0,0.650041,0.211646,0.048430542618006334,0.6176277169293694,-0.003419348138676125,hard,0,0
algotune/algotune-min-dominating-set,algotune,algotune-min-dominating-set,16,0,0.0,0.27877375000000004,0.2136922330307948,0.0,0.804438,0.27877375000000004,-0.07158701186856335,0.870132868176573,0.011240390067993322,hard,0,0
